X_(px),Y_(px),Frame_Number,X_(nm),X_loc_error(nm),Y_(nm),Y_loc_error(nm),Z_(nm),Z_loc_error(nm),Amplitude_fit,Amp_error,BGfit,BGfit_error,SD_X_(nm),SD_X_error(nm),SD_Y_(nm),SD_Y_error(nm),False_positive,IntegratedInt,SNR,R2_fit,Iterations_fit
25.63,115.02,14438,4356.26,9.73,19553.11,8.58,0,0,406.30,13.92,497.01,3.28,218.34,8.51,192.66,7.52,0,3826.25,11.20,0.84,4
35.59,107.84,14438,6050.27,7.66,18332.74,8.22,0,0,435.04,13.85,483.78,3.02,184.85,6.67,198.44,7.17,1,2002.25,16.52,0.86,4
39.58,124.61,14438,6729.40,18.81,21183.23,16.45,0,0,210.15,14.73,505.93,3.24,206.13,16.41,180.26,14.33,1,3265.92,5.85,0.56,3
94.31,209.72,14438,16033.21,8.20,35652.93,8.41,0,0,371.51,11.99,436.23,2.71,195.12,7.16,200.21,7.35,0,4253.08,10.59,0.86,4
113.08,63.86,14438,19223.37,19.27,10856.51,18.34,0,0,147.21,6.07,398.06,2.66,363.24,18.15,347.61,17.09,1,2056.40,4.57,0.67,3
10.72,225.00,14439,1822.52,14.61,38249.63,14.80,0,0,186.78,8.56,430.04,2.51,246.28,12.93,249.42,13.10,0,2739.79,7.32,0.72,3
52.97,52.82,14439,9004.18,27.24,8979.07,33.94,0,0,117.79,9.97,458.46,3.34,249.92,24.34,310.41,30.49,0,265.23,3.74,0.40,5
63.78,69.08,14439,10842.15,6.16,11744.11,6.97,0,0,579.39,18.53,488.17,3.25,147.95,5.37,167.51,6.09,1,4670.67,15.81,0.87,5
94.37,210.60,14439,16043.59,6.91,35801.76,9.52,0,0,413.55,12.34,429.16,2.97,178.12,6.04,245.58,8.34,1,5054.58,17.05,0.87,4
10.83,225.20,14440,1840.83,13.44,38283.49,18.98,0,0,161.79,7.58,431.62,2.38,222.33,11.95,312.90,16.99,0,2816.67,4.74,0.70,3
41.84,118.72,14440,7112.37,9.69,20182.23,12.67,0,0,420.73,12.18,479.55,4.39,260.66,8.70,338.59,11.55,0,7992.75,13.60,0.84,3
94.24,210.58,14440,16020.72,6.67,35798.90,7.48,0,0,445.82,12.82,428.20,2.75,178.36,5.82,199.79,6.52,1,4506.92,14.99,0.89,5
140.61,157.75,14440,23904.33,11.73,26817.04,12.65,0,0,223.18,10.96,392.52,2.38,183.41,10.22,197.92,11.04,1,1686.35,9.82,0.73,4
94.47,210.64,14441,16060.33,7.98,35808.01,8.80,0,0,414.84,12.84,426.32,3.08,198.39,6.99,218.58,7.70,0,4428.29,15.12,0.86,5
10.51,225.09,14442,1786.41,12.83,38265.29,14.47,0,0,188.78,8.07,429.19,2.35,231.97,11.35,261.26,12.81,0,2498.88,6.62,0.75,3
57.67,185.73,14442,9803.75,19.49,31574.73,17.85,0,0,164.00,11.91,453.39,2.69,206.39,17.03,189.00,15.59,1,1679.88,6.71,0.55,5
94.07,210.94,14442,15992.03,7.87,35859.39,10.00,0,0,337.56,10.25,422.07,2.68,199.82,6.92,253.82,8.79,0,3487.98,11.94,0.86,4
10.88,225.18,14443,1849.60,14.03,38281.24,11.88,0,0,217.90,10.77,433.18,2.48,218.24,12.27,184.78,10.39,1,2414.58,7.59,0.72,4
51.21,149.79,14443,8704.88,16.44,25464.66,12.05,0,0,248.43,15.05,493.48,3.03,208.41,14.30,152.95,10.56,1,2129.12,7.14,0.64,4
104.45,81.90,14443,17756.16,7.40,13922.80,7.68,0,0,404.83,11.34,431.56,2.70,203.23,6.48,210.86,6.72,0,5241.73,15.23,0.89,4
10.70,225.11,14444,1818.37,12.05,38268.25,11.93,0,0,226.40,9.92,443.22,2.41,211.57,10.56,209.51,10.46,0,2855.79,7.81,0.76,4
80.04,44.68,14444,13607.59,11.42,7595.36,9.97,0,0,312.27,16.60,432.55,2.84,164.74,9.99,142.80,8.44,1,1206.42,10.49,0.72,5
103.11,83.80,14444,17529.09,9.80,14245.24,9.35,0,0,370.61,11.33,431.67,3.23,247.46,8.66,236.05,8.26,0,6338.12,12.16,0.85,3
10.56,225.22,14445,1795.88,13.44,38288.22,13.45,0,0,215.76,10.72,447.20,2.57,208.22,11.77,208.33,11.78,0,3912.67,7.22,0.71,4
100.64,81.47,14445,17108.79,28.78,13850.47,24.69,0,0,118.97,9.33,435.83,2.93,283.84,25.59,243.73,21.95,0,1769.48,1.94,0.45,3
106.91,82.61,14445,18174.17,14.96,14043.32,12.67,0,0,248.37,13.26,435.20,3.00,215.33,13.07,182.30,11.05,1,1955.15,6.52,0.69,4
110.60,196.37,14445,18801.82,16.66,33382.54,11.45,0,0,207.55,9.48,433.95,2.58,281.32,14.69,193.48,10.09,0,4296.23,6.93,0.73,4
10.73,225.34,14447,1823.61,12.50,38307.23,15.21,0,0,223.96,12.90,445.68,2.69,166.54,10.87,202.72,13.25,1,2106.42,7.18,0.66,5
112.01,197.34,14447,19042.53,21.31,33547.42,22.00,0,0,164.56,9.36,421.62,3.37,291.28,19.21,300.88,19.81,0,4275.88,6.13,0.58,4
119.36,62.05,14447,20290.56,5.42,10548.34,5.46,0,0,531.34,14.51,407.94,2.47,151.74,4.61,154.00,4.84,1,3337.02,16.07,0.90,5
10.87,225.05,14448,1847.56,14.15,38259.14,15.11,0,0,217.38,9.99,431.75,2.90,237.85,12.52,253.93,13.37,0,2420.21,6.79,0.72,3
32.41,145.75,14448,5509.49,30.77,24777.08,31.64,0,0,117.18,8.06,487.08,3.48,344.91,29.14,358.21,29.54,1,3384.29,4.43,0.44,5
53.22,52.52,14448,9048.20,19.96,8927.62,20.53,0,0,162.88,11.11,472.99,2.97,225.59,17.57,232.13,18.08,0,3067.31,4.23,0.55,3
109.56,199.49,14448,18624.89,12.48,33913.57,11.99,0,0,250.56,10.67,428.66,2.74,225.61,10.96,216.85,10.54,0,3976.94,11.52,0.76,4
119.32,62.10,14448,20284.61,5.51,10557.33,5.86,0,0,604.73,18.14,423.02,2.92,139.63,4.63,150.51,5.20,1,5133.75,19.33,0.89,5
10.68,225.06,14450,1815.26,14.98,38260.31,17.31,0,0,174.48,9.82,446.44,2.51,205.06,13.16,236.93,15.20,0,1807.38,5.65,0.65,4
53.50,52.53,14450,9095.29,17.61,8930.80,21.71,0,0,160.95,11.51,469.60,2.79,189.49,15.42,233.67,19.02,1,681.67,6.45,0.54,4
113.29,180.89,14450,19258.77,20.35,30750.97,27.38,0,0,133.57,6.08,412.10,2.98,352.91,19.14,451.41,28.07,1,1991.79,4.71,0.57,4
10.60,225.30,14451,1802.42,14.98,38300.44,16.02,0,0,215.32,11.35,436.46,3.00,219.01,13.18,234.25,14.09,0,2820.42,5.54,0.68,4
10.62,225.19,14452,1805.24,14.70,38281.97,13.43,0,0,196.67,9.93,437.67,2.46,224.12,12.89,204.68,11.78,0,2484.42,5.93,0.70,4
53.61,52.13,14452,9113.43,15.71,8862.82,14.45,0,0,218.35,14.22,474.20,2.85,185.09,13.65,170.44,12.63,1,2581.54,6.11,0.61,5
162.31,141.90,14452,27592.17,17.58,24123.41,20.87,0,0,145.06,8.10,378.90,2.57,244.07,15.64,289.18,18.62,0,2967.42,4.97,0.62,3
31.49,41.33,14453,5352.56,15.07,7026.10,12.84,0,0,246.07,13.35,487.47,3.01,213.47,13.16,181.83,11.21,1,3376.06,7.25,0.68,4
79.37,155.66,14453,13492.58,6.53,26462.34,6.36,0,0,605.65,18.59,463.23,3.34,162.65,5.61,158.39,5.46,1,5574.92,25.20,0.88,5
10.71,224.64,14454,1820.83,12.31,38189.01,12.09,0,0,228.33,10.21,441.78,2.47,211.78,10.78,208.15,10.60,0,1870.12,6.66,0.75,3
53.14,52.76,14454,9034.08,16.12,8968.66,16.41,0,0,191.33,10.19,461.70,2.82,233.48,14.21,237.66,14.47,0,815.88,5.70,0.66,3
79.53,237.35,14454,13520.88,8.77,40349.82,10.59,0,0,412.36,16.14,455.84,3.47,171.92,7.61,207.70,9.23,1,3969.79,9.80,0.81,4
10.66,225.40,14455,1811.94,17.97,38318.19,17.64,0,0,174.33,9.39,430.34,2.86,257.98,15.93,253.29,15.64,0,2976.06,6.32,0.64,3
31.11,40.94,14455,5289.28,14.10,6960.14,13.19,0,0,245.22,12.40,485.38,2.96,214.66,12.35,200.68,11.55,0,2723.77,6.45,0.71,4
53.48,52.28,14455,9091.86,12.66,8887.97,10.06,0,0,268.37,11.73,479.97,2.66,222.67,11.06,176.91,8.78,1,2539.40,9.51,0.77,4
92.31,149.20,14455,15691.94,5.39,25363.38,5.51,0,0,779.06,19.93,462.43,3.64,161.31,4.65,165.21,4.79,1,5357.88,21.55,0.91,5
31.37,41.12,14456,5332.06,12.88,6991.17,10.29,0,0,297.09,15.20,490.32,2.96,193.36,11.19,154.95,9.09,1,3211.02,9.24,0.72,5
67.01,110.32,14456,11392.37,17.70,18754.04,24.71,0,0,148.14,8.75,440.62,2.87,232.61,15.79,323.37,22.23,0,2298.48,4.46,0.59,4
148.73,240.07,14456,25284.55,7.55,40811.79,9.39,0,0,310.75,11.54,372.58,2.26,155.87,6.55,193.87,8.16,1,2892.92,11.68,0.83,4
10.74,225.45,14457,1825.44,11.65,38326.67,15.83,0,0,228.75,10.60,436.88,2.79,193.69,10.25,263.08,13.91,0,2967.73,6.87,0.73,4
38.22,207.66,14457,6497.72,22.36,35302.46,25.63,0,0,125.12,7.66,451.33,2.83,284.27,20.25,325.36,23.26,0,1346.40,4.34,0.54,5
141.43,43.64,14457,24042.91,18.97,7418.93,17.74,0,0,132.19,8.60,368.78,2.16,224.50,16.65,209.88,15.57,0,1336.52,4.40,0.58,3
148.52,239.59,14457,25248.82,6.97,40729.85,6.25,0,0,529.00,15.82,377.18,3.00,178.57,6.04,159.83,5.36,1,4020.67,23.17,0.88,5
10.60,225.21,14458,1801.49,10.46,38284.86,13.41,0,0,206.95,10.00,440.50,2.14,165.94,9.05,213.00,11.69,1,994.06,6.57,0.73,4
53.58,52.76,14458,9107.86,19.06,8969.61,21.39,0,0,164.19,9.79,462.58,3.07,247.34,16.94,277.44,19.02,0,1988.52,5.54,0.59,3
81.89,112.52,14458,13920.45,5.34,19128.52,5.47,0,0,730.29,18.06,458.44,3.40,166.01,4.67,169.60,4.72,1,4922.15,21.34,0.92,5
53.55,52.46,14459,9103.67,21.38,8918.45,22.62,0,0,156.69,11.91,461.32,3.09,216.65,18.80,229.22,19.88,0,1027.35,4.65,0.50,5
141.05,148.25,14459,23977.98,5.72,25201.82,6.02,0,0,510.40,13.58,405.66,2.58,165.26,5.01,173.59,5.23,1,4438.48,17.85,0.90,4
141.41,43.47,14459,24040.49,16.69,7390.14,16.26,0,0,154.40,8.99,374.83,2.27,220.82,14.65,215.03,14.27,0,2478.79,7.57,0.64,4
172.92,193.50,14459,29396.19,6.47,32894.59,7.43,0,0,413.95,11.02,364.86,2.53,186.88,5.66,214.44,6.49,1,3171.12,14.21,0.90,4
10.85,225.08,14460,1845.04,14.67,38264.44,15.93,0,0,202.72,10.54,439.30,2.78,217.44,12.91,236.05,14.01,0,1404.10,7.02,0.68,4
53.60,52.10,14460,9112.75,16.01,8856.21,12.13,0,0,234.09,15.55,471.40,2.81,185.50,13.88,142.13,11.05,1,1483.85,5.18,0.62,5
125.24,214.10,14460,21291.39,8.21,36397.56,10.68,0,0,342.40,11.87,418.61,2.84,182.19,7.19,237.08,9.35,1,4035.00,14.53,0.84,4
141.28,43.59,14460,24016.83,14.72,7409.60,14.47,0,0,175.55,8.79,371.39,2.30,226.41,12.94,222.49,12.72,0,2384.33,6.90,0.70,3
141.12,148.21,14460,23989.81,8.83,25196.03,8.68,0,0,356.25,13.59,396.71,2.70,177.75,7.70,174.66,7.56,1,1762.92,12.90,0.82,4
10.53,225.17,14461,1789.81,14.64,38279.52,13.45,0,0,203.37,10.00,427.48,2.55,229.31,12.86,210.62,11.81,0,864.40,7.11,0.71,3
125.28,214.02,14461,21298.37,9.84,36382.91,10.66,0,0,278.26,10.76,405.40,2.52,195.74,8.61,212.13,9.33,0,3224.65,11.24,0.81,4
141.35,43.37,14461,24028.76,16.28,7373.28,16.85,0,0,155.52,9.02,374.79,2.30,216.25,14.30,223.78,14.80,0,1697.56,6.51,0.64,4
10.56,225.21,14462,1794.84,12.01,38285.37,14.52,0,0,222.22,10.53,424.06,2.61,194.96,10.53,235.79,12.73,0,160.40,8.24,0.73,3
99.51,251.29,14462,16916.60,12.36,42719.87,10.46,0,0,208.85,11.30,408.59,2.03,174.90,10.67,147.80,8.98,1,0.00,0.00,0.70,5
175.29,210.41,14462,29800.04,17.69,35769.89,14.98,0,0,156.98,9.71,358.80,2.25,219.92,15.47,186.24,13.09,1,2425.19,7.57,0.62,4
10.69,225.12,14463,1816.89,11.39,38270.52,13.78,0,0,214.45,10.16,441.02,2.37,184.87,9.96,223.74,12.05,1,2648.79,8.55,0.73,4
53.49,52.49,14463,9094.11,16.85,8923.69,23.19,0,0,163.19,11.37,468.04,2.88,186.33,14.78,256.39,20.35,1,1213.44,4.90,0.55,3
53.44,52.72,14464,9084.10,15.90,8963.10,19.82,0,0,166.05,10.74,460.41,2.62,189.18,13.93,235.75,17.36,1,288.50,6.20,0.59,4
172.83,42.50,14464,29380.97,17.59,7225.24,14.47,0,0,158.00,8.61,353.38,2.26,248.82,15.47,204.61,12.73,0,2689.29,6.04,0.66,4
10.76,225.27,14465,1828.42,14.26,38295.08,17.83,0,0,191.93,9.43,432.16,2.80,224.38,12.63,280.43,15.80,0,2240.69,5.67,0.69,3
14.27,105.30,14465,2426.74,24.74,17901.80,14.75,0,0,182.98,12.50,493.55,3.10,278.61,21.73,166.08,12.90,1,2821.50,7.13,0.56,4
104.51,233.93,14465,17766.16,5.72,39767.26,5.38,0,0,676.50,16.27,414.36,3.25,182.71,4.97,171.97,4.71,1,5284.08,23.57,0.92,5
106.01,159.49,14465,18021.46,13.94,27113.74,19.08,0,0,236.76,14.13,443.04,3.42,179.76,12.25,246.03,16.71,1,3209.29,8.27,0.63,4
148.14,236.48,14465,25183.41,10.88,40201.54,9.22,0,0,236.13,10.77,375.80,2.03,182.75,9.46,154.09,7.82,1,1822.35,9.45,0.77,5
167.00,42.11,14465,28390.55,14.45,7159.06,12.49,0,0,253.45,11.33,355.73,3.07,249.18,12.73,215.46,11.01,0,2817.67,6.83,0.74,4
10.57,225.18,14466,1796.87,13.95,38279.84,14.23,0,0,205.51,9.77,438.69,2.61,226.26,12.28,230.84,12.53,0,2508.42,7.22,0.72,3
53.35,52.60,14466,9070.13,21.33,8942.30,19.88,0,0,155.71,11.75,470.44,2.84,217.41,18.69,202.63,17.42,0,1311.92,4.70,0.52,4
147.95,236.39,14466,25151.66,9.67,40186.84,10.02,0,0,258.58,10.55,375.05,2.22,182.06,8.44,188.53,8.72,1,2267.25,10.24,0.80,4
165.42,43.70,14466,28120.62,7.38,7428.33,6.66,0,0,460.15,10.54,354.24,2.92,248.76,6.51,224.51,5.88,0,5441.19,15.96,0.91,3
53.60,52.59,14467,9111.40,17.43,8940.07,19.09,0,0,179.85,14.07,481.76,2.84,170.79,15.09,187.21,16.59,1,1667.77,6.14,0.52,4
91.25,225.66,14467,15511.99,5.79,38361.74,6.95,0,0,754.82,18.57,435.38,4.21,181.04,5.06,217.18,6.07,1,7692.29,43.35,0.91,5
147.85,236.80,14467,25134.36,13.72,40255.81,13.70,0,0,213.73,10.86,369.18,2.59,207.79,12.01,207.45,11.99,0,2579.44,8.12,0.70,4
163.42,41.18,14467,27780.57,4.79,7000.89,6.50,0,0,691.99,14.87,355.57,3.39,171.05,4.16,232.52,5.68,1,6508.15,26.37,0.93,4
10.84,225.27,14468,1843.26,16.90,38295.78,15.60,0,0,197.94,13.08,443.96,2.81,196.53,14.74,181.41,13.60,1,2111.50,6.48,0.60,4
53.44,52.58,14468,9084.62,16.03,8938.78,24.98,0,0,168.04,11.61,470.98,3.00,178.63,14.05,278.38,21.96,1,1922.27,6.17,0.55,4
147.84,236.30,14468,25132.44,13.08,40170.17,11.36,0,0,224.61,11.81,373.52,2.37,190.88,11.38,165.68,9.85,1,1804.48,8.51,0.71,4
163.45,40.82,14468,27785.73,3.91,6938.83,4.15,0,0,855.26,16.33,370.70,2.95,156.17,3.32,166.79,3.62,1,5779.38,36.72,0.95,5
10.59,224.95,14469,1800.58,15.37,38241.62,15.69,0,0,176.02,8.99,440.84,2.47,232.25,13.55,236.95,13.83,0,1959.04,6.25,0.68,3
148.62,226.54,14469,25266.01,14.49,38511.39,13.21,0,0,189.87,11.32,378.29,2.27,186.52,12.59,169.85,11.42,1,1885.50,7.77,0.65,5
163.07,41.29,14469,27721.18,4.75,7019.41,4.97,0,0,688.30,13.15,361.30,2.93,191.22,4.15,199.87,4.34,0,6685.62,23.26,0.95,4
10.58,225.23,14470,1799.18,17.30,38288.68,18.64,0,0,182.84,9.62,433.53,3.04,254.49,15.38,274.13,16.58,0,2251.96,5.98,0.65,3
24.54,200.84,14470,4172.35,6.85,34143.41,7.34,0,0,544.95,16.43,487.16,3.35,174.43,5.94,186.99,6.40,1,5683.88,16.81,0.88,4
46.23,150.14,14470,7859.56,14.94,25523.54,19.42,0,0,200.54,9.73,461.82,3.17,238.84,13.32,309.31,17.42,0,2550.88,5.73,0.68,4
162.59,41.92,14470,27640.30,3.62,7126.92,3.88,0,0,926.98,14.76,360.57,3.02,174.57,3.14,186.96,3.38,1,7434.52,35.84,0.96,4
172.48,138.95,14470,29321.91,16.74,23620.70,14.72,0,0,219.90,12.11,367.68,3.08,234.03,14.70,205.86,12.93,0,3170.98,7.10,0.66,4
10.77,225.31,14471,1830.75,14.30,38302.06,14.59,0,0,198.71,9.72,435.65,2.58,225.36,12.58,229.98,12.84,0,1563.83,5.49,0.71,3
46.30,150.20,14471,7870.46,14.26,25533.29,18.55,0,0,204.98,8.82,454.06,3.13,258.06,12.79,333.45,16.87,0,3309.85,6.57,0.71,4
53.58,52.60,14471,9108.43,17.96,8941.32,18.15,0,0,189.88,12.17,468.19,3.06,215.69,15.76,218.00,15.93,0,799.98,5.63,0.59,5
162.03,42.30,14471,27545.18,5.12,7190.94,5.42,0,0,787.15,18.23,362.67,3.59,169.83,4.48,179.77,4.71,1,6704.44,32.29,0.93,5
171.21,139.57,14471,29106.40,6.27,23726.94,5.30,0,0,686.25,13.34,375.57,3.56,248.65,5.52,210.28,4.67,0,10457.44,25.60,0.94,4
53.57,52.74,14472,9107.15,14.61,8965.81,20.68,0,0,181.20,11.12,466.81,2.81,183.35,12.81,259.44,18.15,1,786.27,4.12,0.61,3
127.00,111.25,14472,21589.53,8.78,18912.88,7.38,0,0,402.94,12.05,404.26,2.87,225.99,7.69,189.88,6.46,1,4861.04,15.27,0.87,4
147.91,236.57,14472,25145.36,11.68,40216.24,10.96,0,0,240.72,10.56,375.98,2.39,204.60,10.21,191.97,9.57,0,2700.06,8.60,0.77,4
162.01,42.28,14472,27541.88,3.33,7187.58,3.49,0,0,987.55,15.71,368.61,2.90,161.05,2.93,168.40,3.02,1,7885.33,38.27,0.96,5
166.55,141.18,14472,28313.68,33.39,24001.33,27.78,0,0,290.74,15.96,351.53,8.34,459.93,34.71,396.02,27.12,1,9016.02,16.85,0.44,4
17.37,213.41,14473,2952.45,12.94,36280.41,12.53,0,0,313.67,16.39,472.12,3.48,190.14,11.27,184.06,10.90,1,3219.33,11.53,0.70,4
53.46,52.39,14473,9089.01,17.99,8906.96,19.61,0,0,182.50,12.33,463.94,3.05,204.97,15.78,223.41,17.20,0,316.17,5.58,0.57,4
107.61,54.37,14473,18293.23,5.45,9243.00,6.50,0,0,693.72,18.42,426.19,3.56,156.71,4.66,187.69,5.65,1,5305.73,29.06,0.90,4
162.01,42.22,14473,27541.47,3.03,7178.11,3.13,0,0,1086.97,16.03,368.67,2.87,158.06,2.67,163.28,2.72,1,7925.17,37.11,0.97,4
164.24,142.88,14473,27920.53,8.32,24289.74,8.36,0,0,587.94,14.46,370.96,4.54,262.02,7.40,263.03,7.43,0,8098.54,20.65,0.89,3
30.57,238.00,14474,5196.93,9.67,40459.24,11.12,0,0,432.71,14.88,463.83,4.05,216.79,8.52,249.39,9.80,0,5592.06,10.32,0.83,4
47.35,153.51,14474,8049.71,21.45,26096.07,24.69,0,0,154.01,9.66,460.15,3.33,265.55,19.19,305.17,22.16,0,1865.88,5.19,0.54,4
160.10,43.43,14474,27216.44,7.99,7383.37,6.56,0,0,491.41,10.63,354.13,3.27,285.58,7.11,234.57,5.82,0,7560.54,18.88,0.92,3
167.52,141.91,14474,28477.57,4.28,24125.05,5.98,0,0,649.39,11.27,369.58,2.94,190.15,3.76,265.48,5.26,1,6998.00,22.77,0.95,4
187.75,241.94,14474,31916.81,12.33,41129.50,7.88,0,0,228.86,5.87,326.81,2.10,369.07,11.45,239.60,7.07,1,4468.15,12.19,0.87,3
53.56,52.42,14475,9104.85,13.56,8911.00,16.57,0,0,213.61,13.50,468.04,2.78,164.32,11.69,201.15,14.42,1,1171.44,6.33,0.62,4
156.48,48.18,14475,26600.97,4.59,8191.14,8.81,0,0,468.46,9.77,367.97,2.66,169.80,4.02,324.28,7.87,1,7076.56,20.20,0.93,4
165.82,139.83,14475,28188.86,14.35,23770.64,18.18,0,0,415.64,18.52,387.89,6.27,250.10,12.83,315.56,16.37,0,8927.27,14.32,0.71,5
183.48,244.13,14475,31191.76,16.81,41502.22,52.74,0,0,147.34,7.69,347.65,3.59,256.30,15.37,641.67,67.73,1,4797.73,6.22,0.58,5
184.26,241.93,14475,31323.53,17.01,41127.55,34.06,0,0,158.32,6.32,324.09,3.22,336.71,15.88,552.36,36.41,1,5801.21,7.60,0.65,5
10.73,225.22,14476,1824.49,13.94,38287.55,16.34,0,0,185.70,9.21,438.75,2.53,216.70,12.29,254.00,14.40,0,2452.27,5.09,0.70,3
53.51,52.32,14476,9096.50,18.59,8893.98,18.64,0,0,190.04,14.37,474.18,3.09,188.82,16.19,189.39,16.25,1,2329.10,6.62,0.53,4
155.90,46.70,14476,26502.34,6.39,7938.37,7.52,0,0,398.96,7.88,344.92,2.57,250.85,5.70,294.84,6.72,0,5302.85,15.97,0.93,3
158.30,136.15,14476,26911.41,8.10,23145.77,5.02,0,0,556.33,10.22,392.83,3.25,339.65,7.33,211.85,4.47,0,9440.02,19.91,0.94,3
181.81,243.79,14476,30908.16,12.46,41443.62,20.42,0,0,177.33,6.03,335.62,2.62,288.74,11.37,442.94,20.63,1,3867.71,4.49,0.76,5
10.74,224.97,14477,1825.50,13.32,38244.18,12.89,0,0,242.86,13.00,438.25,2.78,191.09,11.61,184.96,11.25,1,1058.71,7.59,0.69,4
148.80,66.25,14477,25296.19,21.02,11262.45,12.64,0,0,223.57,10.67,382.10,3.31,337.05,19.22,205.46,11.23,0,3462.19,8.15,0.70,5
155.39,44.26,14477,26415.66,6.25,7525.01,6.42,0,0,551.98,11.74,366.16,3.15,226.56,5.50,232.65,5.65,0,6708.19,18.56,0.93,3
157.10,140.98,14477,26706.28,5.78,23966.51,8.23,0,0,547.97,11.11,387.16,3.46,220.69,5.13,312.75,7.39,0,9123.75,16.26,0.93,3
177.68,234.11,14477,30205.38,14.61,39798.52,21.42,0,0,181.48,7.53,339.09,3.02,276.17,13.24,391.86,20.56,1,4325.02,8.52,0.70,5
178.00,236.87,14477,30259.27,17.66,40268.40,32.74,0,0,142.78,5.98,330.39,2.91,330.63,16.45,510.33,33.54,1,4020.50,5.29,0.67,5
10.60,225.03,14478,1801.99,14.61,38254.27,14.08,0,0,212.48,11.03,442.63,2.71,216.61,12.81,208.68,12.34,0,2726.17,7.71,0.69,5
17.96,208.01,14478,3052.76,16.49,35361.19,17.13,0,0,226.40,13.03,463.62,3.41,220.87,14.50,229.37,15.06,0,1676.54,6.52,0.64,4
53.49,52.45,14478,9093.86,15.70,8915.94,17.23,0,0,186.79,12.44,467.71,2.68,181.03,13.66,198.73,15.02,1,1367.50,6.42,0.59,5
92.63,6.59,14478,15746.40,12.11,1120.51,11.32,0,0,262.24,17.07,414.35,2.53,139.02,9.97,126.22,8.72,1,1242.23,11.19,0.65,5
149.70,66.44,14478,25448.89,8.67,11295.30,7.74,0,0,397.35,15.10,379.73,2.79,174.68,7.52,155.31,6.58,1,1534.90,20.63,0.83,5
156.84,44.03,14478,26662.71,9.48,7484.52,8.69,0,0,419.12,11.29,360.08,3.51,272.19,8.42,249.69,7.72,0,6316.54,14.90,0.88,3
156.53,142.28,14478,26610.02,8.21,24186.94,7.31,0,0,579.07,13.32,392.93,4.15,276.09,7.29,245.97,6.50,0,8471.25,17.43,0.91,3
10.72,225.13,14479,1822.35,18.51,38272.21,19.35,0,0,172.19,11.03,438.11,2.93,222.77,16.29,232.97,17.03,0,2622.40,6.53,0.58,3
53.31,52.72,14479,9063.51,16.64,8961.92,23.74,0,0,175.19,10.59,464.73,3.18,213.04,14.76,303.23,21.13,0,1143.25,4.68,0.59,4
152.89,138.47,14479,25990.49,10.86,23539.75,11.60,0,0,524.48,16.45,385.76,5.50,268.33,9.71,286.90,10.36,0,8940.35,17.15,0.83,3
158.27,43.81,14479,26906.21,7.00,7448.45,7.14,0,0,538.28,13.74,367.83,3.38,211.13,6.14,215.39,6.26,0,6807.54,18.40,0.90,4
8.59,59.48,14480,1459.67,15.54,10111.10,19.16,0,0,212.89,17.33,512.25,3.13,144.47,12.94,179.86,16.57,1,1781.88,8.26,0.51,5
22.84,60.39,14480,3882.13,28.10,10265.86,20.76,0,0,187.37,16.13,511.81,4.03,251.29,24.65,185.71,18.20,1,3718.25,6.63,0.45,4
53.64,52.54,14480,9119.36,15.33,8932.45,20.21,0,0,182.95,12.69,471.94,2.82,169.76,13.33,223.88,17.64,1,1533.00,5.68,0.57,4
114.43,228.57,14480,19452.32,17.50,38857.74,16.85,0,0,165.97,11.28,421.35,2.50,197.85,15.27,190.55,14.70,0,3761.50,6.30,0.58,3
152.72,133.63,14480,25963.12,8.27,22716.97,7.75,0,0,589.63,14.74,418.57,4.32,255.46,7.31,239.39,6.86,0,10768.44,18.19,0.90,3
156.65,45.72,14480,26631.10,6.06,7772.74,5.66,0,0,504.77,9.22,359.24,2.70,256.24,5.36,239.41,5.01,0,6783.50,18.21,0.94,3
10.56,225.18,14481,1795.09,13.17,38279.82,14.01,0,0,231.77,12.86,447.01,2.75,182.30,11.46,194.00,12.22,1,1835.98,6.89,0.68,4
154.04,44.31,14481,26187.25,5.08,7532.60,4.69,0,0,690.56,13.16,370.97,2.96,204.89,4.44,189.09,4.09,1,7226.52,25.84,0.95,4
158.28,130.35,14481,26908.20,6.10,22158.92,5.48,0,0,736.04,15.09,388.64,3.80,229.01,5.35,205.81,4.81,0,9322.85,30.17,0.93,4
53.63,52.64,14482,9116.33,11.43,8949.12,16.23,0,0,209.84,12.45,471.21,2.46,146.64,9.66,209.56,14.11,1,1676.27,5.61,0.65,4
155.83,45.58,14482,26490.31,5.17,7748.36,5.62,0,0,559.63,9.87,364.50,2.73,225.87,4.56,245.77,4.96,0,6354.00,22.25,0.95,3
156.15,133.73,14482,26545.09,8.61,22734.53,9.88,0,0,512.25,12.33,371.12,4.47,278.51,7.75,318.48,8.94,0,8559.38,16.05,0.88,3
53.49,52.75,14483,9093.90,16.34,8967.19,17.72,0,0,179.77,11.24,473.32,2.71,200.99,14.31,218.08,15.53,0,1824.54,5.18,0.61,4
154.76,46.23,14483,26309.00,7.29,7858.30,7.26,0,0,563.91,15.03,378.92,3.64,210.40,6.38,209.71,6.36,0,5872.98,18.19,0.90,4
157.64,136.89,14483,26798.31,15.54,23271.58,18.31,0,0,342.77,14.86,389.74,5.48,279.43,13.99,327.38,16.69,0,8492.83,12.27,0.70,3
