X_(px),Y_(px),Frame_Number,X_(nm),X_loc_error(nm),Y_(nm),Y_loc_error(nm),Z_(nm),Z_loc_error(nm),Amplitude_fit,Amp_error,BGfit,BGfit_error,SD_X_(nm),SD_X_error(nm),SD_Y_(nm),SD_Y_error(nm),False_positive,IntegratedInt,SNR,R2_fit,Iterations_fit
131.69,103.65,6221,22387.12,8.10,17620.10,8.20,0,0,270.70,10.20,353.90,1.90,164.86,7.01,166.76,7.08,1,2798.71,9.88,0.83,4
12.41,86.63,6225,2109.93,20.22,14726.37,17.09,0,0,174.25,16.14,461.25,2.74,166.50,17.38,139.07,14.11,1,1461.67,5.78,0.45,4
155.45,219.70,6228,26426.73,7.14,37349.74,7.22,0,0,312.55,11.52,335.27,1.90,146.68,5.94,149.28,6.19,1,1347.96,13.51,0.84,5
92.35,165.15,6229,15699.04,7.65,28075.88,7.03,0,0,401.42,15.02,408.54,2.51,156.55,6.55,144.99,6.25,1,2166.77,13.08,0.83,5
152.58,7.40,6231,25938.53,10.51,1258.10,12.45,0,0,235.00,14.80,389.98,2.12,107.52,7.05,147.37,10.39,1,1792.17,10.90,0.65,5
120.43,137.51,6232,20472.91,4.72,23375.88,5.53,0,0,729.76,17.32,381.17,3.19,151.53,3.99,178.10,4.78,1,4827.25,32.90,0.92,5
83.77,223.57,6234,14240.79,5.54,38007.23,5.62,0,0,638.01,17.30,403.22,3.04,156.52,4.81,158.39,4.80,1,5372.83,28.04,0.90,5
135.27,187.26,6239,22996.08,3.46,31834.47,3.69,0,0,1073.25,16.91,372.17,3.32,168.64,3.01,179.90,3.21,1,7527.60,42.82,0.96,4
135.68,186.34,6240,23065.48,6.81,31677.46,4.89,0,0,613.97,11.46,364.25,3.21,281.40,6.01,202.20,4.32,0,7714.27,21.10,0.94,4
135.59,188.21,6241,23050.98,13.45,31996.40,13.47,0,0,463.05,17.64,356.07,5.82,273.79,12.00,274.15,12.02,0,7647.23,15.45,0.77,3
132.31,185.53,6242,22491.87,5.12,31540.53,5.69,0,0,717.03,15.99,371.71,3.37,176.42,4.46,196.03,4.96,1,6273.31,25.37,0.93,5
132.54,185.13,6243,22531.34,5.64,31472.18,5.70,0,0,408.94,11.68,370.98,1.97,150.13,4.73,153.33,5.02,1,2329.02,15.36,0.89,4
132.55,185.17,6244,22533.39,7.45,31478.63,6.28,0,0,432.17,16.67,365.09,2.51,147.09,6.20,127.57,5.80,1,1879.88,14.46,0.83,5
132.56,184.91,6245,22535.70,5.94,31434.41,7.26,0,0,549.88,17.93,368.37,3.05,136.00,4.78,169.89,6.32,1,3535.40,21.78,0.87,5
133.68,188.25,6246,22725.12,7.55,32002.49,11.37,0,0,451.55,13.99,369.56,3.76,187.84,6.64,282.68,10.02,1,6136.81,19.91,0.86,5
134.57,188.98,6247,22877.42,17.73,32127.22,12.52,0,0,349.20,13.91,356.24,4.86,343.78,16.16,244.55,11.22,0,6832.19,12.26,0.74,3
135.70,189.88,6248,23069.73,12.08,32280.25,11.63,0,0,236.43,14.35,357.93,2.39,152.60,10.38,148.07,10.37,1,937.29,11.22,0.66,5
251.47,103.70,6248,42750.48,11.05,17629.70,11.27,0,0,215.46,10.83,360.26,2.07,168.32,9.53,171.79,9.77,1,0.00,0.00,0.73,4
39.48,121.54,6249,6711.49,10.39,20661.08,8.64,0,0,337.75,16.71,443.56,2.65,158.76,8.83,126.10,6.54,1,3097.94,13.92,0.75,5
99.31,198.72,6250,16881.96,7.14,33782.60,7.85,0,0,425.29,13.75,401.99,2.76,169.38,6.20,186.41,6.83,1,3009.71,13.84,0.86,5
71.78,203.78,6251,12203.43,6.99,34643.16,8.97,0,0,421.62,16.07,406.06,2.86,141.23,6.14,180.64,7.78,1,3567.69,18.47,0.83,5
120.13,14.47,6254,20422.36,4.72,2459.26,5.24,0,0,789.34,14.94,364.08,3.46,191.98,4.13,213.14,4.59,0,8292.58,35.04,0.95,4
211.93,9.93,6256,36028.82,2.58,1688.18,2.72,0,0,1788.43,25.83,391.79,4.07,139.85,2.37,146.90,2.45,1,10262.35,48.53,0.97,5
211.89,9.93,6257,36021.27,3.02,1688.71,3.09,0,0,1458.18,24.35,381.36,3.82,141.11,2.74,144.25,2.80,1,8058.60,51.85,0.96,5
54.19,94.45,6258,9212.68,13.59,16055.99,15.59,0,0,190.28,12.13,425.54,2.40,163.84,11.87,187.79,13.55,1,571.29,6.80,0.62,4
220.81,17.58,6259,37536.95,5.16,2988.40,5.43,0,0,453.10,13.34,366.12,2.02,135.09,4.60,138.64,4.41,1,2935.29,17.22,0.89,5
75.69,221.43,6260,12867.08,9.98,37643.08,10.90,0,0,270.47,11.47,393.94,2.46,180.77,8.70,197.50,9.50,1,2364.40,8.35,0.78,4
86.34,211.07,6260,14678.10,9.51,35882.65,8.66,0,0,300.42,12.05,395.73,2.36,181.97,8.26,165.94,7.59,1,2396.12,10.41,0.80,4
131.48,77.91,6260,22350.87,4.45,13244.76,4.71,0,0,615.76,15.30,364.03,2.37,132.54,3.49,145.98,4.23,1,3281.33,22.37,0.92,5
251.34,104.09,6261,42727.05,13.67,17695.19,13.06,0,0,195.11,10.39,352.22,2.28,197.18,11.93,188.37,11.40,1,0.00,0.00,0.69,4
36.51,100.07,6262,6206.21,15.04,17011.38,16.22,0,0,205.52,15.17,445.14,2.75,155.48,12.77,168.61,14.17,1,1965.96,6.61,0.56,4
106.28,55.97,6262,18067.21,7.12,9515.58,7.09,0,0,399.61,12.82,370.46,2.45,170.26,6.18,169.84,6.20,1,2199.21,12.76,0.87,4
108.83,208.98,6262,18500.76,17.77,35526.94,13.48,0,0,193.65,10.72,383.29,2.67,247.02,15.58,187.49,11.84,1,1385.73,7.24,0.66,4
36.56,99.69,6263,6215.14,16.86,16947.70,17.46,0,0,205.18,14.24,443.92,3.07,186.53,14.68,193.22,15.22,1,2074.83,6.25,0.57,5
100.21,58.78,6263,17035.17,14.28,9992.84,12.73,0,0,197.88,8.33,369.90,2.44,261.86,12.63,233.49,11.26,0,520.73,3.23,0.75,3
93.20,57.38,6264,15843.24,19.21,9754.46,16.78,0,0,252.34,16.18,397.02,4.03,230.63,16.85,201.47,14.72,0,2897.54,6.72,0.59,4
36.68,100.33,6265,6235.28,15.44,17056.02,19.58,0,0,187.24,14.00,436.92,2.82,158.21,13.34,200.83,17.03,1,2138.25,6.99,0.54,4
98.81,182.64,6265,16798.10,22.01,31048.19,16.35,0,0,168.96,8.25,387.72,3.00,345.72,20.39,261.03,14.69,0,2839.06,4.24,0.65,5
98.64,80.12,6266,16769.13,3.11,13620.83,3.41,0,0,1071.40,18.82,399.37,2.94,132.57,2.52,149.11,3.02,1,5621.31,30.91,0.96,5
4.49,153.50,6267,763.12,29.95,26094.40,18.94,0,0,160.84,10.56,465.69,3.54,351.21,27.33,224.21,16.93,0,0.00,0.00,0.53,3
92.38,235.32,6267,15703.85,7.95,40004.36,7.97,0,0,292.89,11.18,385.60,1.99,159.12,6.81,159.78,6.87,1,1544.81,11.70,0.82,4
98.52,79.99,6267,16747.74,17.52,13597.78,25.18,0,0,274.96,16.56,404.44,5.32,225.64,15.60,322.27,22.74,0,4293.42,8.01,0.58,5
111.29,69.32,6268,18919.02,5.58,11784.23,4.92,0,0,1408.43,35.17,418.98,6.31,171.01,4.83,150.53,4.21,1,10424.77,50.54,0.92,5
112.08,69.51,6269,19052.93,8.23,11817.51,6.33,0,0,619.59,15.35,383.75,4.00,255.75,7.23,196.90,5.57,0,6719.79,18.61,0.90,4
122.88,57.54,6270,20889.56,8.70,9781.87,10.83,0,0,259.40,13.30,364.74,2.16,133.30,8.11,162.39,9.27,1,1932.58,7.71,0.74,5
79.80,115.72,6271,13566.14,7.35,19672.95,7.70,0,0,679.43,20.95,421.80,4.46,183.07,6.41,191.79,6.71,1,6852.96,24.59,0.87,5
103.30,100.97,6271,17560.22,10.58,17165.17,13.76,0,0,329.40,14.39,389.89,3.53,186.50,9.28,242.39,12.06,1,3976.04,17.02,0.76,5
82.13,99.36,6273,13961.78,12.06,16891.37,11.19,0,0,342.25,16.74,424.61,3.46,189.34,10.51,175.63,9.73,1,4301.40,15.36,0.73,5
50.74,115.12,6274,8625.54,12.68,19570.02,17.07,0,0,349.18,16.43,442.66,4.66,208.15,11.21,279.78,15.10,0,5262.65,11.20,0.71,4
76.32,166.37,6274,12974.43,10.24,28283.15,8.18,0,0,352.62,14.42,412.90,2.78,191.83,8.89,152.56,6.97,1,3454.73,14.33,0.80,4
109.68,211.63,6274,18645.35,12.66,35977.48,13.52,0,0,232.86,13.38,392.36,2.63,168.92,10.97,180.45,11.74,1,2532.02,8.51,0.67,4
54.09,52.67,6275,9194.84,2.94,8953.32,3.18,0,0,1338.77,23.14,443.17,3.49,133.80,2.76,140.53,2.67,1,7685.00,37.98,0.96,5
72.34,165.91,6275,12297.47,9.38,28205.31,6.72,0,0,488.25,12.42,433.91,3.51,284.33,8.29,204.08,5.94,0,8033.29,14.68,0.89,3
109.68,211.49,6275,18646.28,7.02,35954.03,9.08,0,0,333.25,12.51,384.57,2.28,142.28,5.95,185.07,7.86,1,1709.38,13.56,0.83,4
54.07,52.67,6276,9191.71,3.64,8953.48,3.41,0,0,1016.60,20.08,435.62,3.02,142.76,3.31,129.56,2.78,1,5636.35,27.84,0.95,5
109.79,211.63,6276,18664.06,7.85,35977.52,7.93,0,0,344.58,11.92,388.92,2.35,174.11,6.83,175.90,6.88,1,2995.04,10.49,0.85,5
109.84,211.41,6277,18672.01,11.09,35939.27,13.75,0,0,206.86,9.89,385.66,2.25,178.25,9.70,221.05,12.01,1,2639.00,8.45,0.73,4
49.27,96.85,6278,8376.27,7.38,16463.73,6.34,0,0,465.54,14.88,435.64,2.74,177.23,6.40,152.75,5.59,1,2553.83,17.24,0.87,5
6.50,187.27,6279,1104.43,13.61,31836.05,10.33,0,0,239.15,12.82,462.11,2.44,194.71,11.81,147.62,8.93,1,0.00,0.00,0.70,5
6.64,187.29,6280,1128.66,9.64,31839.82,11.33,0,0,332.18,16.46,463.16,2.97,148.11,8.16,175.09,9.82,1,3555.44,10.94,0.74,5
6.54,187.46,6281,1111.82,7.86,31867.62,6.00,0,0,419.40,13.19,452.78,2.46,191.07,6.82,144.10,4.97,1,1599.29,16.32,0.87,4
13.97,60.94,6281,2374.11,10.77,10360.52,7.31,0,0,494.73,17.80,472.72,3.84,230.23,9.39,156.78,6.50,1,5480.98,16.98,0.83,4
6.64,187.34,6282,1129.03,9.08,31847.87,8.41,0,0,379.63,14.33,468.08,2.87,184.67,7.90,170.94,7.30,1,4141.40,12.73,0.82,5
52.90,205.68,6282,8993.41,9.66,34966.37,12.60,0,0,262.55,12.86,416.87,2.51,152.33,8.60,197.73,10.96,1,2244.60,11.57,0.74,5
92.92,107.99,6282,15795.83,3.97,18358.97,3.97,0,0,1215.38,26.19,418.96,4.14,143.81,3.60,144.00,3.62,1,6565.21,14.13,0.94,4
158.61,208.19,6282,26964.18,6.02,35392.38,5.78,0,0,554.21,13.75,359.36,2.84,186.30,5.24,179.04,5.04,1,4457.56,22.19,0.91,4
12.18,67.82,6283,2070.33,4.80,11530.03,4.95,0,0,646.47,17.03,476.07,2.69,141.05,4.27,145.07,4.37,1,4570.50,18.18,0.91,5
27.71,35.98,6283,4710.01,8.42,6116.12,10.81,0,0,284.35,12.62,429.75,2.33,144.89,7.21,186.74,9.40,1,850.79,10.42,0.77,4
94.25,108.70,6283,16023.19,5.91,18478.62,6.17,0,0,1198.82,29.24,411.52,6.33,186.33,5.16,194.41,5.38,1,11778.67,41.55,0.91,4
158.50,209.30,6283,26945.13,19.85,35581.53,15.41,0,0,176.00,13.40,354.08,2.66,200.02,17.25,155.05,13.30,1,1779.48,5.95,0.54,4
29.54,10.55,6285,5022.65,5.00,1794.24,5.45,0,0,602.97,15.75,415.19,2.66,144.57,4.14,158.64,4.64,1,3019.38,26.40,0.91,5
69.10,97.64,6285,11747.17,15.42,16599.35,13.93,0,0,293.48,12.40,420.13,3.99,282.46,13.76,255.38,12.40,0,4639.06,5.78,0.74,3
75.53,95.36,6285,12840.49,15.74,16211.22,19.26,0,0,192.14,13.73,418.82,2.91,168.98,13.63,206.93,16.78,1,-1951.21,1.85,0.56,3
83.25,96.63,6285,14152.38,8.16,16426.44,7.78,0,0,399.95,14.20,408.92,2.75,176.32,7.09,168.01,6.73,1,2772.38,13.60,0.84,5
6.46,36.81,6286,1098.50,9.64,6258.11,10.07,0,0,340.52,10.68,463.08,3.06,237.21,8.52,247.78,8.90,0,0.00,0.00,0.85,3
26.76,147.10,6286,4549.40,19.45,25007.25,13.89,0,0,272.25,14.58,458.55,4.04,280.03,17.17,200.16,12.26,0,3327.25,8.28,0.66,4
29.41,10.46,6286,5000.28,9.06,1778.54,8.06,0,0,347.92,14.79,420.51,2.52,162.41,7.77,142.92,6.64,1,2652.44,13.15,0.79,4
131.20,215.31,6286,22304.51,5.34,36602.05,5.32,0,0,687.43,18.71,378.77,3.12,150.69,4.67,149.35,4.55,1,4063.81,23.58,0.90,5
14.42,168.54,6287,2450.91,10.92,28651.25,11.49,0,0,270.63,16.34,442.24,2.52,133.96,8.72,142.47,9.42,1,998.54,7.39,0.66,5
66.63,22.47,6287,11326.95,7.64,3819.48,6.71,0,0,393.62,12.73,409.92,2.42,180.92,6.62,158.46,5.73,1,2033.69,13.08,0.86,4
77.23,121.87,6288,13129.48,20.32,20717.24,17.84,0,0,207.18,10.86,405.41,3.70,300.63,18.23,264.33,15.96,0,3934.96,7.00,0.63,5
16.19,149.19,6289,2751.48,12.02,25361.66,9.46,0,0,354.45,14.53,457.07,3.32,225.47,10.50,177.45,8.28,1,2873.27,11.52,0.79,3
90.48,123.85,6289,15381.57,14.81,21054.13,22.75,0,0,230.26,17.36,428.18,3.66,149.41,12.48,231.17,19.81,1,3617.48,6.34,0.53,4
15.48,134.87,6291,2631.19,8.72,22928.72,9.64,0,0,320.50,15.51,463.94,2.47,133.55,6.88,152.40,8.50,1,1412.44,8.52,0.75,4
43.76,227.62,6292,7439.12,15.16,38695.33,16.78,0,0,153.66,7.54,410.36,2.25,238.93,13.43,264.32,14.85,0,1643.50,5.61,0.69,3
23.36,141.09,6293,3970.51,17.06,23984.61,17.91,0,0,375.05,16.52,455.76,6.24,301.86,15.42,315.99,16.29,0,7495.46,9.98,0.68,3
24.20,140.90,6294,4114.30,22.55,23953.05,23.38,0,0,163.16,13.16,448.24,3.35,215.30,19.81,223.16,20.52,0,1588.83,5.30,0.48,4
9.50,201.54,6295,1615.64,24.22,34262.56,33.68,0,0,218.23,12.63,438.55,5.93,331.07,22.46,440.59,34.01,1,6172.83,12.04,0.48,4
9.25,200.40,6296,1572.36,4.75,34068.27,4.54,0,0,792.79,18.47,464.15,3.13,156.08,4.12,147.92,3.81,1,5246.31,25.59,0.93,5
9.78,138.50,6296,1662.76,32.53,23545.22,24.98,0,0,149.69,7.53,449.47,3.65,440.90,32.67,376.79,24.30,1,3717.40,4.96,0.59,5
5.81,142.16,6297,986.96,7.43,24167.43,6.95,0,0,562.77,12.37,477.62,3.71,261.19,6.58,244.43,6.16,0,0.00,0.00,0.92,3
32.62,194.75,6297,5544.72,12.16,33106.78,12.49,0,0,233.76,12.95,436.33,2.48,168.18,10.50,172.90,10.85,1,1381.67,8.05,0.69,5
131.50,64.33,6297,22354.72,14.84,10936.32,18.22,0,0,152.38,10.19,348.60,2.19,170.13,12.85,209.20,15.89,1,1093.83,6.30,0.59,4
12.58,136.47,6298,2139.07,6.52,23200.69,8.02,0,0,453.39,16.53,470.47,2.76,132.53,5.18,167.11,6.88,1,2851.65,15.78,0.84,4
20.82,158.93,6299,3539.56,9.44,27018.91,8.47,0,0,457.63,19.12,474.53,3.52,173.68,8.21,156.20,7.49,1,4432.56,10.24,0.80,4
29.18,173.36,6300,4960.69,8.06,29470.76,11.11,0,0,446.58,13.00,442.49,3.86,213.96,7.14,294.75,9.86,0,6870.83,12.41,0.86,3
89.18,90.25,6300,15159.92,4.28,15342.24,4.78,0,0,618.78,13.19,396.29,2.41,154.59,3.76,172.13,4.15,1,3812.46,18.46,0.94,5
28.05,173.22,6301,4768.94,8.08,29446.81,6.91,0,0,427.14,14.62,439.30,2.75,181.27,7.03,155.06,6.03,1,2430.17,11.93,0.85,4
83.12,86.01,6301,14130.01,29.17,14621.04,26.82,0,0,169.89,10.44,391.93,4.54,366.38,27.66,340.58,24.96,1,-1861.81,1.28,0.49,4
89.29,92.05,6301,15179.80,4.67,15648.57,5.25,0,0,697.74,14.86,403.72,2.99,168.20,4.05,189.34,4.58,1,4296.04,12.20,0.94,4
12.68,176.85,6302,2156.25,13.98,30064.84,13.53,0,0,306.51,18.53,465.33,3.65,177.51,12.14,171.86,11.80,1,3654.88,9.74,0.65,5
98.82,53.62,6303,16799.57,5.22,9115.39,5.07,0,0,615.32,13.01,386.02,2.76,189.83,4.56,184.37,4.42,1,6325.58,21.80,0.93,4
130.74,72.65,6303,22226.22,20.65,12350.39,17.07,0,0,152.16,10.23,361.34,2.54,236.46,18.11,195.47,14.97,0,2635.10,5.74,0.57,3
212.41,4.93,6308,36109.79,3.84,837.84,4.12,0,0,997.93,20.92,380.93,3.35,137.46,3.12,151.04,3.66,1,0.00,0.00,0.94,5
234.72,24.21,6308,39901.86,2.27,4116.53,2.44,0,0,1614.38,21.22,373.71,3.21,130.93,1.92,142.63,2.14,1,8338.42,54.30,0.98,5
137.69,158.48,6309,23407.46,7.49,26941.38,8.24,0,0,364.96,15.10,371.18,2.42,136.92,6.29,150.94,6.91,1,2026.90,12.00,0.80,4
212.37,4.90,6309,36102.66,2.33,833.17,2.68,0,0,1526.44,20.13,386.19,3.21,131.65,1.88,155.51,2.36,1,0.00,0.00,0.98,5
212.38,4.98,6310,36104.45,3.11,847.08,3.45,0,0,1014.39,17.11,383.00,2.81,138.97,2.56,156.92,3.04,1,0.00,0.00,0.96,5
135.72,180.34,6311,23072.80,10.20,30657.86,8.78,0,0,261.46,11.28,363.96,2.13,181.21,8.85,155.63,7.54,1,2615.15,12.69,0.79,5
70.40,249.63,6314,11967.76,18.54,42437.76,21.19,0,0,139.49,7.48,382.45,2.60,268.70,16.60,306.50,19.04,0,0.00,0.00,0.62,3
131.17,64.24,6314,22298.62,22.37,10920.02,18.08,0,0,125.84,10.14,351.99,2.21,213.40,19.52,172.46,15.78,1,1000.31,6.05,0.49,4
150.72,141.19,6314,25622.09,16.56,24002.99,19.75,0,0,153.83,9.35,362.25,2.50,210.01,14.59,250.40,17.38,0,1410.79,5.96,0.61,4
81.59,130.27,6315,13869.65,11.47,22146.34,10.41,0,0,239.76,12.17,401.02,2.25,173.23,9.92,157.18,9.01,1,894.19,6.91,0.72,4
69.25,174.30,6317,11772.61,8.19,29631.33,7.20,0,0,470.91,15.37,428.77,3.14,192.65,7.13,169.35,6.26,1,4805.75,20.19,0.86,5
58.04,184.26,6318,9867.48,6.53,31324.91,7.69,0,0,565.59,17.89,426.76,3.47,158.92,5.76,186.83,6.69,1,4759.90,17.76,0.87,5
121.59,90.05,6318,20670.43,33.47,15308.46,25.31,0,0,111.02,8.17,361.31,3.01,346.76,31.35,268.17,22.77,0,2142.65,4.41,0.46,5
76.84,136.82,6319,13062.29,2.69,23259.32,2.82,0,0,1905.18,25.73,455.78,4.50,153.12,2.36,160.69,2.46,1,11922.44,41.96,0.97,5
122.86,167.20,6319,20886.97,17.87,28423.25,11.63,0,0,219.92,10.39,379.56,2.85,291.48,15.81,189.99,10.26,1,3559.08,9.93,0.72,4
19.17,123.31,6321,3258.78,7.33,20962.07,7.28,0,0,440.32,16.83,454.73,2.74,147.66,6.47,145.42,6.20,1,1241.15,12.80,0.83,5
101.13,97.58,6321,17191.56,10.15,16589.04,9.98,0,0,291.83,13.67,384.12,2.52,166.31,8.86,163.09,8.57,1,1536.25,10.78,0.76,4
78.14,19.87,6322,13283.68,2.21,3378.54,2.37,0,0,1922.94,23.72,404.71,3.77,139.32,2.00,149.09,2.11,1,10918.35,59.03,0.98,5
56.48,94.63,6329,9600.77,5.00,16086.76,4.83,0,0,672.83,17.04,437.63,2.79,149.28,4.18,144.20,4.04,1,3888.35,23.40,0.92,5
175.68,20.78,6329,29865.68,10.66,3531.92,12.55,0,0,272.91,15.25,368.16,2.70,145.44,9.07,171.99,10.89,1,160.33,7.04,0.69,4
16.53,174.42,6330,2809.50,17.84,29650.59,14.61,0,0,210.72,14.38,441.36,2.95,200.65,15.53,164.00,12.60,1,2583.65,7.80,0.58,4
56.54,94.54,6330,9612.36,2.65,16072.10,2.79,0,0,1545.83,22.00,443.65,3.53,139.55,2.16,148.22,2.33,1,8417.77,50.59,0.97,5
151.27,22.50,6330,25716.52,4.39,3824.46,4.31,0,0,745.41,15.65,371.79,2.77,160.18,3.80,156.62,3.66,1,3729.23,29.53,0.94,5
16.50,174.37,6331,2805.60,7.60,29642.20,8.14,0,0,365.45,13.85,444.25,2.45,152.63,6.42,164.17,7.01,1,3255.88,11.61,0.83,4
24.34,46.10,6331,4138.29,7.80,7837.39,7.98,0,0,382.02,15.05,465.96,2.57,151.27,6.65,155.84,7.03,1,2284.31,8.99,0.82,4
56.59,94.63,6331,9619.82,3.05,16086.75,3.02,0,0,1197.46,19.20,446.22,3.05,143.17,2.52,142.24,2.52,1,7388.73,39.27,0.96,5
101.25,97.48,6331,17212.12,9.90,16572.04,9.14,0,0,279.47,14.29,384.73,2.22,147.25,8.55,131.61,7.13,1,755.00,8.83,0.73,5
151.28,22.41,6331,25716.81,3.87,3810.24,4.05,0,0,765.46,16.68,384.78,2.54,134.83,3.30,139.45,3.31,1,3665.10,27.47,0.94,5
186.04,32.51,6331,31625.98,5.76,5526.99,5.91,0,0,516.19,14.88,372.42,2.58,153.88,5.11,156.72,5.03,1,3675.48,19.98,0.89,4
16.59,174.46,6332,2820.84,15.42,29658.59,15.31,0,0,184.84,12.57,447.06,2.45,173.85,13.35,172.61,13.25,1,1520.02,5.17,0.59,4
151.23,22.47,6332,25709.47,3.38,3819.21,3.61,0,0,776.20,14.40,383.63,2.29,139.51,2.94,147.36,3.00,1,4099.25,27.47,0.95,5
16.42,174.41,6333,2791.66,9.28,29649.54,8.32,0,0,318.08,12.24,441.82,2.41,184.95,8.06,165.54,7.17,1,1862.58,9.99,0.82,4
151.27,22.48,6333,25715.79,4.66,3821.28,4.30,0,0,691.94,16.40,373.66,2.60,149.57,4.01,134.65,3.41,1,3479.29,27.36,0.93,5
16.40,174.25,6334,2788.70,10.79,29622.04,9.94,0,0,331.69,15.19,439.00,2.97,180.76,9.37,166.53,8.64,1,1925.98,8.09,0.76,5
26.89,129.69,6334,4571.23,14.71,22047.46,13.80,0,0,449.34,15.92,445.43,6.09,321.96,13.48,303.89,12.49,0,9252.54,14.86,0.77,4
54.12,60.35,6334,9200.90,19.58,10259.38,21.34,0,0,163.38,10.10,448.66,3.07,244.98,17.37,266.89,18.92,0,3699.94,5.72,0.58,4
129.78,54.28,6334,22062.17,6.05,9228.04,5.44,0,0,510.14,14.93,349.18,2.49,158.41,5.25,142.01,4.66,1,2681.42,21.61,0.89,5
29.75,125.88,6335,5057.66,28.09,21399.02,13.64,0,0,199.95,13.25,469.41,3.48,325.81,25.05,159.36,12.15,1,4327.69,6.82,0.57,4
34.33,127.94,6335,5836.19,21.08,21749.61,28.90,0,0,198.32,21.33,459.43,4.23,149.72,18.04,205.99,25.13,1,556.65,4.38,0.37,5
63.26,37.79,6335,10753.97,8.47,6424.74,10.08,0,0,533.33,22.34,424.42,4.25,155.15,7.35,184.54,8.76,1,4865.48,25.97,0.80,5
157.34,19.33,6335,26747.27,25.65,3285.40,19.85,0,0,110.27,7.26,367.88,2.30,301.44,22.88,233.76,17.67,0,2990.71,4.43,0.54,4
17.40,134.32,6337,2958.53,5.95,22834.69,6.76,0,0,538.64,13.44,466.14,3.00,183.21,5.19,208.26,5.90,1,5570.54,16.86,0.91,4
90.60,13.73,6337,15401.20,12.29,2334.00,23.06,0,0,180.14,9.93,384.30,2.70,171.96,10.78,319.67,20.81,1,2274.46,5.99,0.65,4
112.06,22.71,6337,19050.21,20.06,3861.25,15.59,0,0,317.13,20.72,371.95,4.96,236.23,17.56,183.54,13.65,1,4827.44,16.02,0.59,5
159.33,206.34,6337,27086.41,5.61,35077.93,6.23,0,0,489.08,14.03,361.91,2.47,149.23,4.78,166.13,5.37,1,3149.35,17.58,0.89,4
17.18,131.86,6338,2921.23,34.29,22415.83,22.49,0,0,201.46,22.06,484.54,4.91,240.81,29.93,158.32,19.87,1,2431.75,5.60,0.35,4
44.45,146.79,6338,7556.81,5.54,24954.80,5.38,0,0,630.99,18.90,442.86,2.90,138.93,4.49,137.93,4.75,1,4009.35,21.33,0.89,5
157.28,206.24,6338,26737.43,16.43,35059.96,9.37,0,0,305.04,11.31,353.95,3.44,340.67,14.85,195.76,8.32,0,4862.98,12.74,0.79,4
17.70,126.29,6339,3008.87,7.13,21469.26,5.97,0,0,636.56,14.82,483.48,3.70,235.88,6.26,197.41,5.24,0,8418.02,26.46,0.92,4
153.41,204.60,6339,26079.15,19.12,34781.37,21.07,0,0,229.12,17.71,361.97,4.05,190.16,16.70,209.56,18.42,1,2596.23,8.02,0.52,5
7.83,103.12,6341,1330.57,10.90,17530.39,10.67,0,0,336.03,16.10,482.67,3.13,174.77,9.49,171.15,9.32,1,4307.56,8.28,0.74,5
131.41,64.27,6341,22339.74,15.57,10925.40,16.91,0,0,155.61,11.25,350.41,2.18,164.96,13.42,179.42,14.69,1,1581.29,5.85,0.56,4
145.42,175.89,6341,24721.06,2.29,29901.84,2.45,0,0,3473.40,43.03,405.87,6.97,139.43,1.88,152.00,2.17,1,20073.33,101.64,0.98,5
156.07,199.60,6341,26531.39,13.38,33932.63,8.42,0,0,285.63,10.70,353.68,2.69,274.82,11.76,172.98,7.36,1,3930.00,10.76,0.81,3
145.53,175.90,6342,24739.33,4.91,29902.40,5.84,0,0,549.16,15.47,349.84,2.44,125.82,3.70,157.89,5.12,1,2986.02,19.90,0.90,5
155.51,39.59,6342,26436.13,34.63,6730.00,18.52,0,0,111.37,9.52,370.04,2.51,311.40,30.66,166.76,16.18,1,934.92,4.01,0.45,5
127.54,187.62,6345,21681.80,13.90,31894.86,15.87,0,0,163.84,11.00,359.53,2.09,158.16,11.87,181.01,13.76,1,263.50,6.11,0.60,4
131.54,64.24,6345,22362.36,11.26,10920.82,15.44,0,0,190.00,12.39,350.09,2.08,123.78,8.42,179.55,13.35,1,664.85,7.25,0.62,4
50.61,107.30,6346,8604.52,2.45,18241.19,2.51,0,0,2439.45,33.93,468.90,5.02,129.90,1.94,135.78,2.11,1,11695.38,80.07,0.97,5
113.67,201.70,6346,19323.50,11.86,34288.82,11.28,0,0,263.91,13.22,372.55,2.64,181.75,10.31,172.88,9.80,1,1582.62,11.24,0.73,5
50.58,107.32,6347,8599.41,2.67,18244.40,2.84,0,0,2678.65,39.49,469.65,6.17,134.72,2.14,145.69,2.40,1,14355.79,117.17,0.97,5
151.11,39.80,6347,25688.49,7.12,6766.22,7.73,0,0,451.20,14.93,371.52,2.89,165.26,6.23,179.25,6.72,1,2691.19,22.19,0.86,5
152.32,39.53,6348,25893.87,33.58,6720.56,12.74,0,0,147.40,10.87,366.18,2.60,344.91,30.10,125.38,9.70,1,2643.56,6.44,0.53,4
33.70,119.31,6349,5729.06,4.81,20282.96,4.89,0,0,767.68,21.21,468.67,3.11,130.96,4.01,133.41,4.08,1,3669.42,24.93,0.90,5
156.34,48.51,6349,26578.41,12.39,8246.09,10.41,0,0,243.30,11.56,369.85,2.40,200.19,10.79,167.95,9.00,1,1352.75,9.89,0.74,4
