 ,X_(px),Y_(px),Frame_Number,X_(nm),X_loc_error(nm),Y_(nm),Y_loc_error(nm),Z_(nm),Z_loc_error(nm),Amplitude_fit,Amp_error,BGfit,BGfit_error,SD_X_(nm),SD_X_error(nm),SD_Y_(nm),SD_Y_error(nm),False_positive,IntegratedInt,SNR,R2_fit,Iterations_fit
19762,101.82,187.90,3749,17309.60,11.25,31943.44,14.54,0,0,271.76,16.61,455.59,2.99,142.26,10.01,182.82,12.63,1,2370.35,9.49,0.65,4
19763,112.14,131.60,3749,19063.61,10.69,22371.71,10.27,0,0,282.69,13.35,440.96,2.55,173.63,9.31,166.56,8.86,1,1416.00,9.65,0.75,4
19764,139.07,71.79,3749,23641.13,24.75,12204.01,29.71,0,0,132.69,5.96,432.54,3.18,421.50,24.77,467.72,30.75,1,4983.42,4.42,0.58,5
19765,213.55,45.44,3749,36302.85,16.92,7724.22,14.42,0,0,190.88,13.51,460.03,2.56,183.10,14.67,155.41,12.27,1,1577.98,6.07,0.57,4
19766,35.06,243.65,3750,5960.41,9.48,41420.18,9.43,0,0,286.20,9.98,429.69,2.40,209.23,8.30,208.05,8.26,0,3514.46,9.12,0.83,3
19767,57.69,214.22,3750,9807.88,6.88,36417.35,5.93,0,0,467.78,14.36,431.73,2.56,171.85,5.95,148.50,5.18,1,2787.12,19.17,0.88,5
19768,138.26,86.64,3750,23504.31,10.82,14729.26,9.91,0,0,309.85,13.70,466.55,2.78,187.91,9.42,171.88,8.59,1,2420.08,10.15,0.77,4
19769,151.65,67.68,3750,25779.83,13.68,11506.28,10.72,0,0,228.34,10.60,460.59,2.43,226.49,11.95,177.51,9.36,1,3239.83,8.07,0.74,4
19770,176.01,115.43,3750,29922.06,8.47,19622.26,8.25,0,0,404.32,17.68,473.00,2.87,149.32,7.59,142.68,6.81,1,2681.94,11.48,0.79,4
19771,213.14,184.72,3750,36233.13,2.16,31402.02,2.27,0,0,2186.58,23.62,526.05,4.15,154.11,1.91,161.31,1.96,1,15121.15,59.62,0.98,4
19772,213.92,46.42,3750,36366.24,7.09,7891.18,9.70,0,0,373.19,13.88,464.39,2.68,147.76,6.38,200.70,8.43,1,2323.77,7.92,0.83,4
19773,57.76,214.20,3751,9819.09,6.83,36414.20,6.39,0,0,444.92,14.07,433.93,2.52,165.72,5.93,155.16,5.58,1,2200.40,13.76,0.87,4
19774,83.95,207.94,3751,14271.06,3.68,35350.63,3.79,0,0,956.19,18.61,455.36,3.06,146.81,3.32,150.92,3.38,1,4599.46,30.45,0.95,5
19775,150.70,66.56,3751,25619.66,22.38,11315.04,17.44,0,0,254.57,19.49,472.22,4.42,224.65,19.55,174.95,15.18,1,4590.19,12.09,0.52,4
19776,176.15,115.37,3751,29945.50,7.99,19612.22,7.06,0,0,381.56,13.76,471.01,2.45,169.74,6.95,149.31,5.99,1,2954.40,13.40,0.84,4
19777,213.12,184.75,3751,36230.98,3.00,31408.13,3.12,0,0,1309.26,18.86,507.37,3.44,160.30,2.63,166.23,2.71,1,9512.90,31.61,0.97,4
19778,7.26,20.49,3752,1234.70,6.83,3484.12,9.49,0,0,264.16,8.29,402.42,1.87,167.29,5.96,232.44,8.29,1,2251.12,9.63,0.86,4
19779,57.69,214.21,3752,9807.31,6.25,36414.89,6.55,0,0,407.81,12.70,435.89,2.23,153.56,5.37,161.41,5.70,1,2784.25,11.54,0.88,4
19780,83.94,207.92,3752,14269.33,3.54,35346.45,3.49,0,0,959.92,17.22,451.66,2.89,152.58,3.15,150.42,3.11,1,4365.69,24.79,0.96,4
19781,161.25,148.36,3752,27411.76,4.14,25221.66,4.94,0,0,737.05,14.31,480.66,2.89,163.69,3.60,195.41,4.30,1,5847.83,25.27,0.95,4
19782,176.11,115.37,3752,29939.13,7.78,19612.41,9.25,0,0,408.10,16.27,468.13,2.98,150.80,6.92,178.15,8.01,1,3450.67,14.30,0.81,4
19783,242.52,37.27,3752,41227.81,11.28,6336.36,10.49,0,0,270.17,13.74,467.14,2.52,169.83,9.73,157.95,9.08,1,1720.71,9.02,0.73,5
19784,7.46,20.42,3753,1267.37,6.72,3471.75,6.97,0,0,423.70,13.58,405.98,2.48,160.03,5.74,166.30,6.00,1,3512.46,16.56,0.87,4
19785,57.80,214.16,3753,9825.72,6.46,36407.62,6.16,0,0,503.27,17.67,435.88,2.71,142.09,5.68,136.47,5.56,1,2846.31,14.90,0.85,5
19786,84.02,207.90,3753,14282.92,2.96,35342.68,2.92,0,0,1016.62,16.31,456.17,2.57,144.31,2.70,142.15,2.65,1,5775.90,31.37,0.97,5
19787,101.82,187.71,3753,17309.48,7.70,31911.48,9.80,0,0,335.47,15.02,450.93,2.49,133.64,6.95,168.27,8.47,1,1783.44,8.23,0.78,4
19788,161.25,149.49,3753,27412.88,16.32,25412.70,14.64,0,0,239.00,17.16,479.28,3.17,174.14,14.17,155.48,12.43,1,1980.02,5.68,0.57,4
19789,171.28,64.35,3753,29116.97,14.87,10939.83,18.92,0,0,178.78,10.18,457.48,2.69,201.35,13.09,256.18,16.64,0,2729.08,6.38,0.64,3
19790,176.08,115.39,3753,29933.93,6.97,19616.07,7.58,0,0,408.28,14.70,465.08,2.54,149.72,6.23,161.49,6.51,1,1585.44,11.61,0.84,4
19791,213.12,184.77,3753,36229.59,1.91,31411.14,1.95,0,0,2420.45,22.40,531.41,4.01,159.04,1.68,161.68,1.69,1,17328.31,71.45,0.99,4
19792,242.04,37.28,3753,41146.09,8.63,6338.37,8.47,0,0,340.03,13.97,467.56,2.49,161.60,7.59,157.95,7.31,1,2144.42,11.47,0.80,4
19793,7.37,20.24,3754,1252.46,10.31,3441.31,11.23,0,0,191.89,7.67,398.58,1.83,198.53,9.03,216.25,9.84,0,1779.17,7.66,0.79,3
19794,57.73,214.28,3754,9813.54,7.06,36427.70,7.10,0,0,482.26,16.67,436.40,2.92,156.44,6.10,157.34,6.14,1,3036.98,16.95,0.85,4
19795,83.92,207.87,3754,14266.45,3.52,35338.71,3.49,0,0,926.57,16.68,460.67,2.78,151.20,3.13,149.77,3.09,1,5186.67,30.45,0.96,4
19796,101.76,187.74,3754,17298.47,10.06,31916.37,12.23,0,0,270.07,12.61,438.07,2.60,165.54,8.77,201.17,10.65,1,1508.15,7.41,0.75,4
19797,176.09,115.38,3754,29935.12,6.26,19613.97,7.45,0,0,462.05,17.03,476.14,2.70,133.83,5.89,155.22,6.34,1,1706.48,10.89,0.84,5
19798,241.31,37.27,3754,41022.83,12.11,6335.47,11.06,0,0,265.45,14.81,468.15,2.63,166.34,10.47,151.89,9.56,1,2444.90,9.60,0.69,5
19799,242.83,217.17,3754,41281.38,2.71,36919.08,2.89,0,0,1297.33,17.70,499.62,3.11,152.97,2.38,162.68,2.52,1,7573.81,40.62,0.97,4
19800,57.88,214.16,3755,9838.99,5.52,36407.57,5.34,0,0,502.29,13.53,430.28,2.34,157.96,4.85,152.86,4.70,1,2553.08,13.78,0.90,4
19801,83.95,207.90,3755,14272.30,3.85,35342.42,3.81,0,0,886.54,16.71,453.09,2.92,157.64,3.40,155.92,3.36,1,6939.71,26.39,0.95,4
19802,213.16,184.79,3755,36237.15,5.31,31413.74,7.08,0,0,553.07,16.34,488.89,2.92,139.39,4.78,184.28,6.14,1,3154.17,16.54,0.89,4
19803,242.81,217.16,3755,41277.44,2.01,36917.37,2.16,0,0,2285.50,23.52,516.74,4.08,149.98,1.76,161.62,1.89,1,14406.92,80.76,0.98,4
19804,57.59,214.19,3756,9790.88,7.09,36412.55,7.02,0,0,405.31,13.23,432.54,2.46,166.29,6.11,165.06,6.12,1,2891.44,12.88,0.86,4
19805,83.99,207.86,3756,14278.96,3.87,35335.48,3.60,0,0,810.87,15.38,449.95,2.60,157.54,3.42,146.95,3.20,1,4650.94,21.16,0.95,5
19806,101.76,187.63,3756,17299.84,7.82,31896.27,9.10,0,0,331.82,14.55,448.63,2.38,136.79,6.81,158.68,7.78,1,2546.00,9.42,0.79,5
19807,153.52,131.38,3756,26097.67,6.65,22335.04,7.12,0,0,574.80,19.32,484.78,3.37,150.27,5.59,161.57,6.11,1,4284.38,19.87,0.86,4
19808,176.00,115.29,3756,29919.48,6.30,19599.78,5.89,0,0,495.00,17.02,472.51,2.55,142.57,5.76,130.12,4.94,1,2574.44,13.70,0.86,5
19809,213.13,184.74,3756,36232.48,2.41,31406.51,2.53,0,0,1831.84,20.96,521.05,3.89,161.79,2.11,169.97,2.20,1,12557.85,62.96,0.98,4
19810,239.01,33.41,3756,40632.28,9.00,5679.15,9.31,0,0,320.00,13.68,462.44,2.52,162.00,7.92,166.85,8.02,1,2721.04,9.82,0.79,5
19811,57.69,214.23,3757,9807.98,5.18,36419.13,5.36,0,0,590.53,16.15,435.90,2.64,144.47,4.41,150.14,4.66,1,3960.65,22.11,0.90,5
19812,176.24,115.37,3757,29960.67,8.35,19612.72,7.81,0,0,382.59,13.84,468.53,2.66,177.10,7.26,165.48,6.74,1,2465.52,11.42,0.84,4
19813,213.09,184.73,3757,36225.87,2.04,31403.58,2.11,0,0,2291.19,22.45,535.44,4.08,160.25,1.79,164.96,1.82,1,15262.10,47.57,0.99,4
19814,57.67,214.19,3758,9803.45,6.60,36412.81,6.79,0,0,411.40,12.61,433.77,2.37,164.88,5.70,169.86,5.91,1,2729.46,13.16,0.88,4
19815,83.98,207.86,3758,14277.01,3.35,35335.80,3.49,0,0,915.17,15.39,447.68,2.69,154.05,2.98,159.83,3.06,1,5277.79,27.61,0.96,4
19816,101.86,187.83,3758,17316.59,8.23,31931.31,9.53,0,0,355.37,15.24,443.39,2.70,148.20,7.31,170.91,8.29,1,2139.12,9.37,0.79,4
19817,154.31,132.96,3758,26232.77,4.45,22602.59,5.37,0,0,655.05,12.97,476.02,2.80,172.65,3.88,208.27,4.68,1,6805.46,23.94,0.94,4
19818,176.09,115.32,3758,29934.67,6.25,19603.94,6.07,0,0,491.85,15.96,467.17,2.58,148.60,5.58,142.74,5.14,1,1288.92,13.02,0.87,5
19819,213.40,184.20,3758,36277.72,4.95,31314.15,6.20,0,0,831.87,18.32,504.00,4.03,172.48,4.30,216.15,5.41,1,9209.25,26.66,0.93,4
19820,57.73,214.16,3759,9813.56,4.76,36406.75,5.94,0,0,476.10,12.39,440.01,2.16,139.63,4.08,174.93,5.16,1,2473.65,16.88,0.91,4
19821,83.93,207.92,3759,14268.52,2.93,35346.48,3.19,0,0,934.76,14.70,453.03,2.45,145.04,2.65,156.63,2.81,1,5027.25,25.99,0.97,5
19822,113.51,132.66,3759,19296.38,16.17,22552.05,23.40,0,0,151.25,11.17,439.72,2.59,168.03,14.03,243.44,20.45,1,909.27,5.10,0.53,3
19823,176.15,115.33,3759,29944.65,8.10,19606.89,8.17,0,0,387.06,14.42,465.33,2.71,166.93,7.07,168.22,7.07,1,1747.29,11.35,0.83,4
19824,57.65,214.38,3760,9800.65,7.47,36445.25,7.10,0,0,406.56,13.67,423.42,2.54,170.22,6.46,161.48,6.10,1,1349.54,15.23,0.86,4
19825,83.94,207.86,3760,14270.04,4.08,35336.54,4.01,0,0,817.34,16.05,445.65,2.84,160.20,3.59,157.41,3.52,1,5267.38,24.58,0.95,4
19826,175.88,115.51,3760,29898.95,11.16,19636.22,10.03,0,0,264.48,12.70,466.72,2.41,178.13,9.71,159.60,8.57,1,2024.75,8.91,0.74,4
19827,35.37,244.35,3761,6012.39,2.84,41539.74,2.77,0,0,1181.69,17.00,443.23,2.81,150.17,2.41,146.03,2.33,1,7071.08,44.49,0.97,5
19828,57.71,214.24,3761,9811.52,6.36,36420.46,6.87,0,0,431.46,13.65,434.80,2.44,153.83,5.48,166.42,5.96,1,3027.88,13.20,0.87,4
19829,83.98,207.84,3761,14276.52,3.38,35332.68,3.74,0,0,1003.35,18.55,456.94,3.06,142.76,3.10,156.19,3.28,1,5907.79,30.21,0.95,5
19830,101.83,187.73,3761,17310.71,8.83,31914.43,9.31,0,0,299.35,11.26,445.81,2.36,180.39,7.71,190.13,8.11,1,2512.02,6.72,0.82,3
19831,162.29,142.24,3761,27589.47,14.42,24180.38,14.09,0,0,315.96,14.50,463.60,4.09,242.48,12.73,236.90,12.44,0,3916.21,10.87,0.72,3
19832,164.95,57.12,3761,28040.83,7.80,9710.47,9.11,0,0,383.42,12.10,453.48,2.86,190.09,6.83,222.16,7.97,1,3777.90,13.43,0.86,4
19833,164.65,240.12,3761,27991.32,8.93,40819.63,8.70,0,0,367.37,14.47,472.29,2.80,173.87,7.74,169.66,7.60,1,3243.58,13.43,0.81,4
19834,35.33,244.40,3762,6005.98,2.83,41548.22,2.79,0,0,1070.58,14.52,434.91,2.57,159.49,2.44,157.25,2.39,1,7108.81,38.91,0.97,4
19835,57.62,214.26,3762,9795.30,5.84,36423.88,6.19,0,0,504.74,15.58,434.28,2.57,143.24,4.87,153.23,5.35,1,2027.33,17.20,0.88,5
19836,101.96,187.67,3762,17333.39,14.44,31904.47,13.08,0,0,257.22,16.97,451.09,3.03,168.02,12.62,151.49,11.18,1,1552.65,6.76,0.61,5
19837,163.61,142.55,3762,27814.54,8.21,24233.18,9.16,0,0,390.76,13.18,470.91,2.98,187.21,7.17,208.86,8.00,1,3772.73,13.39,0.85,4
19838,164.95,57.60,3762,28040.80,7.64,9792.47,10.12,0,0,344.85,12.55,457.98,2.65,161.72,6.74,213.82,8.82,1,2893.71,12.18,0.83,4
19839,35.37,244.43,3763,6012.62,2.92,41553.63,2.95,0,0,1085.57,15.63,438.71,2.71,154.72,2.49,155.87,2.50,1,7765.85,40.80,0.97,4
19840,228.26,33.98,3762,38803.94,13.22,5776.16,14.57,0,0,273.67,10.89,459.30,3.53,257.57,11.78,283.46,13.02,0,5737.40,8.79,0.76,3
19841,83.99,207.88,3763,14277.46,3.28,35339.33,2.99,0,0,834.97,13.13,456.79,2.24,160.66,2.88,147.26,2.67,1,6103.12,24.71,0.97,4
19842,147.71,57.92,3763,25110.93,16.69,9845.79,16.51,0,0,213.48,10.86,446.15,3.25,253.58,14.79,250.66,14.63,0,2296.56,8.92,0.67,3
19843,35.30,244.47,3764,6001.71,2.49,41560.54,2.50,0,0,1104.81,13.65,436.92,2.34,153.64,2.14,154.14,2.12,1,6297.31,34.00,0.98,5
19844,57.73,214.19,3764,9813.50,6.60,36412.71,6.45,0,0,419.09,12.69,433.78,2.35,167.04,5.72,163.62,5.63,1,2702.12,12.61,0.88,4
19845,35.36,244.38,3765,6010.50,3.49,41544.10,3.47,0,0,936.31,16.40,435.22,2.77,151.84,2.97,150.47,2.93,1,6387.75,31.69,0.96,5
19846,57.76,214.33,3765,9819.48,5.04,36436.09,5.11,0,0,508.52,13.58,439.04,2.19,144.41,4.37,145.85,4.33,1,3285.90,21.88,0.91,5
19847,83.94,207.88,3765,14269.46,3.05,35339.00,3.02,0,0,846.62,12.52,449.69,2.21,159.04,2.69,157.23,2.65,1,5714.88,24.30,0.97,4
19848,101.86,187.65,3765,17315.99,11.73,31900.39,11.87,0,0,250.28,13.06,441.66,2.55,172.62,10.23,174.49,10.29,1,1886.79,6.75,0.71,4
19849,203.31,83.67,3765,34562.18,10.07,14223.36,7.72,0,0,413.75,14.10,476.70,3.21,227.06,8.80,174.10,6.74,1,4535.00,14.94,0.84,4
19850,57.78,214.24,3766,9822.53,6.94,36421.27,6.84,0,0,426.01,14.33,426.82,2.51,158.39,6.04,155.93,5.93,1,2579.67,11.60,0.86,4
19851,224.50,51.38,3766,38164.29,5.46,8734.95,5.75,0,0,628.09,15.55,472.63,3.04,169.02,4.71,178.10,4.99,1,4630.15,21.78,0.92,4
19852,57.80,214.19,3767,9825.74,6.41,36411.75,6.40,0,0,475.04,16.39,430.95,2.59,143.14,5.63,143.17,5.65,1,2465.06,14.32,0.86,5
19853,83.97,207.92,3767,14274.27,7.42,35346.05,6.27,0,0,511.59,16.22,445.92,3.01,179.92,6.46,152.69,5.58,1,4335.00,15.79,0.87,4
19854,101.73,187.94,3767,17294.84,10.58,31949.82,9.98,0,0,291.41,12.90,443.53,2.60,183.62,9.21,173.37,8.73,1,2600.02,10.17,0.77,5
19855,183.84,181.54,3767,31252.10,12.40,30861.05,10.13,0,0,254.56,13.76,485.65,2.42,175.26,10.76,140.99,8.28,1,1741.12,8.92,0.70,5
19856,206.76,77.14,3767,35149.54,20.76,13114.16,21.49,0,0,158.91,8.03,463.34,3.22,320.80,18.96,331.18,19.73,0,3237.00,5.27,0.60,3
19857,224.68,51.30,3767,38195.10,2.74,8720.43,2.76,0,0,1097.70,15.17,480.00,2.57,151.55,2.35,152.48,2.37,1,6289.52,45.56,0.97,5
19858,57.55,214.24,3768,9783.87,8.71,36420.17,8.99,0,0,327.74,12.19,427.26,2.52,179.77,7.57,185.58,7.83,1,2198.08,9.60,0.82,4
19859,196.17,94.06,3768,33348.53,5.40,15990.97,6.53,0,0,500.83,13.45,482.59,2.57,154.74,4.75,186.76,5.68,1,4409.12,16.40,0.90,4
19860,208.39,112.57,3768,35426.93,14.04,19136.69,11.79,0,0,294.30,12.91,491.31,3.40,246.77,12.35,207.25,10.38,0,4185.77,9.19,0.75,4
19861,57.80,214.17,3769,9825.96,6.64,36408.88,6.25,0,0,474.41,15.66,433.54,2.61,154.83,5.79,146.19,5.53,1,2722.35,11.16,0.86,4
19862,176.29,115.43,3769,29969.35,12.06,19622.39,12.55,0,0,266.25,13.62,462.59,2.85,181.07,10.50,188.31,10.92,1,1693.44,10.32,0.71,5
19863,234.07,42.76,3769,39791.13,5.39,7269.45,4.92,0,0,645.17,16.79,474.70,2.84,159.24,4.74,145.07,4.27,1,3331.62,20.38,0.91,4
19864,241.83,54.22,3769,41111.59,5.13,9218.07,5.02,0,0,578.90,13.42,479.38,2.53,169.77,4.47,166.13,4.37,1,3783.08,18.68,0.93,4
19865,57.74,214.23,3770,9816.17,5.93,36418.43,5.69,0,0,518.92,15.99,433.23,2.56,147.49,5.12,141.81,4.96,1,2710.81,14.30,0.88,5
19866,101.80,187.75,3770,17305.76,9.56,31917.42,10.56,0,0,330.83,16.77,448.33,2.84,145.23,8.40,159.92,9.15,1,1907.31,7.64,0.73,4
19867,111.53,129.46,3770,18960.68,18.67,22007.69,15.62,0,0,164.51,12.19,442.64,2.43,193.17,16.23,161.28,13.41,1,1433.42,5.97,0.55,4
19868,215.31,103.89,3770,36602.68,7.33,17660.91,8.31,0,0,384.92,13.68,479.74,2.59,157.86,6.32,179.47,7.24,1,2440.67,10.65,0.84,4
19869,241.71,53.63,3770,41090.21,7.35,9117.45,9.40,0,0,405.04,13.03,466.54,2.96,175.66,6.42,224.52,8.21,1,3783.75,15.46,0.86,4
19870,11.26,68.60,3771,1914.55,11.87,11661.67,15.84,0,0,216.09,11.06,419.49,2.62,178.34,10.39,238.14,13.86,1,3129.42,6.93,0.70,4
19871,57.73,214.31,3771,9814.48,7.52,36432.51,7.34,0,0,407.48,12.93,427.44,2.63,181.90,6.54,177.62,6.38,1,3523.02,15.86,0.87,4
19872,111.54,64.40,3771,18961.64,14.19,10947.71,12.47,0,0,213.52,13.78,445.24,2.42,167.80,12.20,146.49,10.45,1,1632.69,4.42,0.62,5
19873,117.50,65.92,3771,19975.38,12.69,11206.23,12.67,0,0,223.08,10.06,441.36,2.52,216.60,11.14,216.23,11.12,0,1303.98,5.50,0.74,3
19874,246.77,52.61,3771,41951.64,10.34,8942.93,8.53,0,0,275.06,12.95,466.75,2.18,167.61,8.96,135.56,6.92,1,785.21,8.98,0.76,4
19875,11.74,69.01,3772,1996.32,5.53,11731.34,5.76,0,0,503.25,12.24,414.47,2.46,174.51,4.81,182.01,5.03,1,3298.79,16.37,0.92,4
19876,57.73,214.12,3772,9813.85,8.03,36400.92,9.17,0,0,410.05,15.38,424.45,3.04,164.31,6.97,187.74,7.98,1,2037.04,12.11,0.82,4
19877,101.81,187.82,3772,17307.27,8.22,31929.47,9.72,0,0,295.83,12.44,442.37,2.27,150.32,7.21,177.37,8.44,1,1775.65,8.89,0.79,4
19878,114.59,64.73,3772,19480.36,12.87,11004.10,11.48,0,0,230.30,10.04,443.27,2.49,227.12,11.29,202.70,10.07,0,3539.42,7.79,0.76,4
19879,176.24,115.36,3772,29960.89,9.68,19611.14,11.73,0,0,309.87,16.10,458.86,2.83,142.98,8.42,173.12,10.14,1,2067.52,12.05,0.72,5
19880,219.58,52.17,3772,37327.82,13.50,8869.16,10.67,0,0,205.80,7.94,459.59,2.24,269.80,11.91,213.43,9.43,0,2498.21,7.95,0.79,4
19881,11.08,68.65,3773,1883.77,8.99,11671.00,6.90,0,0,360.41,10.65,413.81,2.50,233.90,7.86,179.44,6.03,1,3489.17,13.56,0.88,4
19882,47.37,178.17,3773,8052.91,16.43,30289.64,16.62,0,0,168.16,10.34,419.64,2.46,205.65,14.38,208.02,14.55,0,1295.75,6.58,0.62,4
19883,57.77,214.16,3773,9820.61,6.67,36408.05,5.16,0,0,504.17,16.21,433.52,2.53,160.01,5.78,126.38,4.80,1,2427.19,15.80,0.87,5
19884,10.61,68.24,3774,1804.32,5.56,11600.47,6.34,0,0,470.50,11.81,415.20,2.42,169.79,4.81,193.73,5.52,1,5027.12,13.38,0.91,4
19885,57.62,214.22,3774,9795.45,6.68,36417.82,6.70,0,0,487.63,16.68,434.37,2.77,148.57,5.63,150.07,5.83,1,2914.17,17.65,0.86,5
19886,101.79,187.74,3774,17304.79,8.70,31915.50,8.52,0,0,331.83,13.45,447.85,2.45,164.77,7.57,161.26,7.39,1,2651.67,8.98,0.81,5
19887,8.89,66.52,3775,1511.31,12.06,11308.62,15.77,0,0,259.28,11.58,408.83,3.24,208.34,10.65,272.34,13.91,0,3318.71,9.60,0.74,3
19888,47.73,179.79,3775,8114.15,15.40,30564.65,14.77,0,0,177.32,10.50,428.51,2.35,199.81,13.45,191.68,12.90,0,1962.44,6.39,0.64,4
19889,57.79,214.19,3775,9824.70,6.01,36413.06,6.15,0,0,475.22,14.34,435.19,2.47,153.03,5.24,156.69,5.37,1,3266.21,17.31,0.88,4
19890,9.44,65.58,3776,1605.44,9.68,11148.97,9.44,0,0,294.50,11.91,413.36,2.44,183.70,8.41,179.20,8.20,1,2344.35,9.57,0.80,4
19891,57.76,214.31,3776,9818.87,6.02,36431.93,5.08,0,0,491.10,13.65,436.22,2.31,165.72,5.22,139.00,4.30,1,2934.69,16.80,0.90,5
19892,57.76,214.21,3777,9819.62,7.85,36415.62,7.50,0,0,393.92,13.60,433.17,2.61,174.50,6.82,166.75,6.53,1,2890.85,16.05,0.85,4
19893,101.62,187.83,3777,17274.77,9.59,31930.97,10.15,0,0,282.77,13.08,449.73,2.39,158.51,8.22,168.24,8.84,1,2328.31,6.29,0.76,4
19894,57.74,214.24,3778,9815.20,6.18,36420.87,5.45,0,0,482.39,14.34,433.68,2.39,159.32,5.34,140.69,4.74,1,2352.96,15.94,0.89,4
19895,245.88,217.51,3778,41798.91,5.88,36977.36,5.95,0,0,530.92,13.55,486.69,2.72,176.74,5.12,178.96,5.17,1,4285.94,14.95,0.91,4
19896,57.81,214.29,3779,9828.26,7.56,36429.25,7.09,0,0,465.31,17.95,439.08,2.89,150.54,6.62,140.20,6.04,1,2425.58,15.78,0.83,4
19897,67.36,176.61,3779,11450.79,16.92,30024.40,16.10,0,0,176.46,12.40,440.19,2.53,184.85,14.71,175.81,13.97,1,3206.94,6.29,0.57,4
19898,245.84,217.40,3779,41793.58,5.09,36957.36,6.15,0,0,598.87,16.28,492.47,2.88,144.81,4.54,173.69,5.31,1,5737.60,21.69,0.90,4
19899,250.40,44.93,3779,42568.28,15.64,7638.70,15.24,0,0,196.61,11.18,465.22,2.69,211.61,13.70,206.20,13.35,0,0.00,0.00,0.65,3
19900,57.82,214.20,3780,9828.91,6.29,36414.08,5.57,0,0,540.13,16.65,433.71,2.73,156.88,5.49,139.35,4.92,1,2471.42,15.75,0.88,4
19901,245.80,217.47,3780,41786.68,4.62,36969.68,4.60,0,0,566.39,11.78,487.24,2.25,170.63,4.03,169.68,3.97,1,4820.48,19.72,0.94,4
19902,57.79,214.16,3781,9825.12,5.95,36407.05,6.84,0,0,481.80,16.32,436.07,2.62,135.81,5.27,155.55,5.99,1,3694.31,18.27,0.86,4
19903,69.59,174.51,3781,11830.82,8.82,29667.38,10.84,0,0,279.39,12.55,434.52,2.34,149.41,7.44,184.69,9.39,1,1797.58,7.73,0.77,4
19904,101.83,187.75,3781,17311.82,7.79,31918.09,9.29,0,0,318.96,13.12,448.70,2.33,146.12,6.91,173.40,8.06,1,1951.88,9.44,0.80,4
19905,245.87,217.51,3781,41798.74,6.69,36976.82,6.95,0,0,525.05,16.30,485.37,3.09,165.59,5.85,171.77,6.01,1,4600.08,18.87,0.87,4
19906,57.84,214.27,3782,9832.57,6.98,36425.23,6.32,0,0,487.16,16.58,440.20,2.76,157.50,6.10,142.09,5.44,1,2913.42,18.13,0.86,4
19907,101.78,187.83,3782,17301.85,11.16,31931.05,13.32,0,0,277.21,13.85,446.09,2.95,171.58,9.74,204.75,11.61,1,3140.31,8.16,0.72,4
19908,245.97,217.52,3782,41814.27,5.92,36978.88,6.29,0,0,546.68,15.42,484.00,2.87,161.48,5.21,171.03,5.43,1,3434.54,16.83,0.89,4
19909,57.80,214.28,3783,9826.26,5.59,36427.96,5.64,0,0,511.62,15.04,431.67,2.44,146.36,4.91,146.69,4.84,1,2917.77,16.56,0.89,5
19910,101.92,187.81,3783,17326.70,9.65,31927.22,10.43,0,0,301.04,13.42,452.21,2.61,166.45,8.45,179.77,9.08,1,2217.83,8.18,0.77,4
19911,247.83,217.20,3783,42131.61,4.89,36923.59,4.53,0,0,789.37,16.73,486.82,3.21,177.21,4.26,164.04,3.95,1,6034.85,26.21,0.94,4
19912,57.72,214.11,3784,9812.01,6.55,36398.31,6.25,0,0,481.65,14.85,430.74,2.64,163.12,5.67,156.19,5.51,1,2083.38,12.20,0.88,4
19913,247.89,217.22,3784,42141.38,3.61,36926.80,3.41,0,0,965.64,17.01,494.15,2.90,157.88,3.18,148.64,2.97,1,5584.04,25.82,0.96,4
19914,57.72,214.22,3785,9811.78,6.84,36416.94,5.97,0,0,458.32,14.18,429.96,2.51,169.40,5.92,148.25,5.22,1,2259.92,12.81,0.88,4
19915,160.45,58.83,3785,27276.32,11.05,10000.30,15.03,0,0,245.00,11.96,474.76,2.78,174.01,9.63,236.82,13.14,1,4028.42,8.82,0.72,4
19916,247.93,218.01,3785,42147.56,9.65,37062.11,15.45,0,0,361.63,13.17,483.11,4.02,205.21,8.57,326.07,13.94,0,6172.21,11.47,0.80,4
19917,57.75,214.30,3786,9817.26,6.41,36431.71,6.62,0,0,451.15,14.99,433.99,2.50,147.87,5.55,152.24,5.68,1,2525.12,13.67,0.86,4
19918,101.70,187.71,3786,17288.35,12.10,31910.03,11.35,0,0,251.74,12.11,449.41,2.57,193.22,10.55,181.18,9.89,1,2333.88,6.23,0.74,4
19919,57.75,214.17,3787,9818.18,7.21,36408.39,6.88,0,0,405.14,12.44,425.13,2.47,180.28,6.27,172.20,6.00,1,2439.90,9.81,0.87,4
19920,94.69,44.38,3787,16098.09,14.04,7543.92,12.16,0,0,226.53,8.82,422.32,2.73,278.85,12.47,241.60,10.80,0,3616.33,8.03,0.77,3
19921,161.30,60.61,3787,27420.25,7.62,10303.22,7.48,0,0,458.32,14.29,462.21,3.01,187.71,6.64,184.23,6.51,1,4826.83,15.62,0.87,4
19922,217.63,41.44,3787,36997.15,3.39,7044.37,3.92,0,0,927.93,16.76,470.18,2.87,141.94,2.82,165.67,3.37,1,4785.02,32.86,0.95,5
19923,224.29,29.34,3787,38130.08,25.40,4988.08,29.38,0,0,123.47,11.03,447.83,3.05,219.34,22.41,253.68,25.90,0,1799.73,4.54,0.41,3
